client_id,industry,sub_industry,region,company_size,annual_revenue_usd,contract_value_usd,contract_length_months,tenure_months,product_usage_hours_3m,product_usage_hours_12m,login_frequency_30d,active_users,licensed_users,analyst_calls_6m,support_tickets_6m,support_escalations_6m,avg_resolution_time_hrs,nps_score,survey_response_count_12m,discount_percent,account_notes,churn_flag
C178,Finance,Infra,,1k,65006.47963,48064.84627,12 months,24.28353505,109.8009497,458.6532234,0.400373469,9,,,8,,20.73764727,9,0,20%,,0
C179,Manufacturing,,EUrope,500,770841.8482,6657.663648,36,10.71009547,,387.0394439,13.49584613,6,100,1,,0,,80,4,,,0
,Finanace,,Middle East,1000,73251.34086,90437.54956,12,3.243466349,,356.3243194,1.606312409,5,20,5,3,0,35.88546636,-65,1,5,renewal likely,0
C181,Energy,None,EUrope,1000,,79399.81765,,22.04855784,122.541128,754.3214325,2.01503255,5,50,1,4,0,98.95949133,70,0,15,integration problem,0
C182,Technology,,LATAM,,26685.76338,,12 months,,175.9581537,412.3845624,27.29240411,6,,,1,0,,-80,2,,renewal likely,0
C183,Technology,Infra,,1k,,92480.72282,36,21.55466594,170.8268133,62.96652878,26.30965663,6,5,,3,,20.61902891,10,,,renewal likely,0
C184,Healthcare,,APAC,1000,19431.89114,104829.7808,48,21.09756559,101.1878905,,8.986064473,4,5,,4,0,,,,,low usage,0
C185,Finance,Payments,,500,58458.75734,48871.07677,48,,133.4872181,522.6312831,2.470479105,4,5,0,3,0,56.5452153,-13,1,20%,satisfied,0
C186, energy,E-commerce,Middle East,500+,36885.41704,58900.95118,,27.25692612,122.3582606,640.3557431,27.09812332,6,100,1,,,68.71516619,-92,,20,bad experince,0
C187,,Payments,EUrope,,98739.96308,79468.13724,12,114.6500457,18.12093625,412.8518927,,5,100,2,3,1,54.65037462,49,0,,needs training,0
C188,Manufacturing,AI,N/A,1000,46857.56742,138861.1651,,17.73089712,64.43610511,488.977527,4.236281312,4,100,2,4,0,4.107086664,-46,1,20,N/A,0
C189,Finanace,,Europe,1000,20894.41674,96372.21609,36,,82.98252606,591.8929117,10.13094254,5,100,1,3,1,31.85035791,-30,0,0,needs training,0
C190,Retail,Payments,Middle East,50,39257.83539,93952.80087,,,202.8020268,447.4600314,41.53470278,,20,2,,,40.89573976,95,1,10%,,0
C191, finanace,cloud,,10000,,113669.9048,12 months,15.85721259,116.6635014,567.7612223,4.690915604,7,20,2,3,0,0.077553706,-78,3,20%,,0
C192,Heathcare,,Middle East,200,115848.0151,,36,,127.8003359,473.7618563,4.645983805,,50,1,,,22.86330351,42,2,15,executive sponsor left,0
C193,Technology,Infra,North America,10000,739968.9568,146088.6373,,,80.32430533,642.7470266,25.49070284,8,100,1,3,0,102.001778,,2,,,0
C194,Manufacturing,Cloud,EUrope,50,11663.07365,,36,14.63195258,96.28988175,515.1209392,5.039179377,,20,0,1,0,,48,2,5,needs training,0
C195,Heathcare,E-commerce,EUrope,500+,26074.67174,55671.38585,12,107.5056232,187.1904189,642.3391809,7.322584652,5,100,,9,,0.371905893,21,0,,bad experince,0
,Energy,Payments,,10000,21791.59524,71890.73565,12,54.81475789,149.5666641,758.9279908,2.731036967,7,20,,8,0,19.62399085,0,0,0,renewal likely,0
C197,Retail,Data,Middle East,50,,,,64.21205864,,469.7296952,2.09427919,10,10,1,4,0,46.82121934,,2,15,satisfied,0
C198,Finance,AI,APAC,5000,21618.17939,127849.1692,,,,471.8327279,0.087019972,,100,1,2,0,,6,2,0,needs training,0
C199, m@nuf@cturin,None,N. America,,32931.47665,113813.9535,12,4.807599267,150.7218462,,1.022733184,5,100,,10,,60.77765008,32,1,,renewal likely,0
C200,Manufacturing,None,,,12823.62931,82885.3884,12,6.237520202,142.0076279,461.6969823,3.710490667,4,5,1,2,2,28.33158577,94,1,,needs training,0
C201,Technology,,Europe,500,,,,,101.0983651,420.7016817,17.80767642,5,100,2,5,0,77.4267251,-94,3,,,0
C202,TECH,Infra, apac,500,523670.4685,,12 months,1.122837257,56.55558895,455.4554225,15.21481268,6,,0,4,0,22.3828775,35,0,0,neutral,1
C203,Manufacturing,Payments,,1000,328298.0533,61612.73975,24,20.37287163,72.02146168,142.5845504,4.002463232,3,,1,4,,59.45598082,35,0,5,low usage,0
C204,Healthcare,E-commerce,N. America,500,48018.50666,95186.03471,24,2.493223167,,613.9243636,9.281784443,9,20,2,2,0,59.9725363,-58,3,,pricing issue,0
C205,Retail,Data,APAC,10000,,,12,21.18647165,69.82574412,441.7308804,0.885373675,7,100,1,3,0,88.45757756,-31,3,,pricing issue,0
C206,Retail,,APAC,5000,57269.54632,130369.496,24,15.63546949,,571.8766528,13.78047266,7,5,,6,1,,-93,2,,,0
C207,Healthcare,,APAC,50,,34665.22111,12 months,5.579570617,69.26385494,531.6869564,10.64251181,6,,3,2,2,78.11724127,-32,0,10,needs training,0
,SaaS,Infra,LATAM,50,53186.346,,12 months,6.797375233,,,15.37825911,6,50,2,6,0,102.222864,19,0,5,neutral,0
C209,Healthcare,E-commerce,APAC,500+,26249.67534,52509.88679,36,9.595701461,,472.9837906,0.906239397,0,100,,4,,55.27242517,-12,,,,0
C210,,Data,,5000,288620.5724,117464.6364,12,19.13886822,99.8396041,498.0470181,30.40263686,,10,3,3,1,21.37389732,-81,1,0,pricing issue,0
C211,Retail,E-commerce,Middle East,5000,,,48,,35.27914955,422.9970804,6.789380813,9,,0,2,0,71.90326226,98,1,10%,bad experince,0
C212,Finanace,Payments, n. @meric@ ,10000,,-5690.641412,,1.455355182,,,24.62306527,7,20,1,3,,33.43356128,9,1,5,,0
C213,Retail,E-commerce,N. America,5000,48450.78444,27134.02347,12,,211.6586924,381.8285911,14.08598567,7,,0,2,2,,46,0,,,0
C214,TECH,None,Middle East,1k,7708.645201,141969.6462,48,71.52621126,144.3212574,735.9709033,4.875226532,3,100,1,6,0,13.93629219,92,0,10%,N/A,0
C215,Technology,None,Middle East,200,205902.028,91096.90361,48,45.04597358,,756.4237254,16.12990965,9,10,0,2,0,64.10031395,54,0,15,,0
C216,,,Europe,10k,91435.25903,65443.5244,48,41.10511406,95.0660292,336.5070055,34.32164984,,,0,2,1,10.44878476,2,3,20%,,0
C217, finanace,None,APAC,500,262417.7724,158378.6229,,14.28497206,102.7908032,770.9752773,1.004039679,8,10,,,0,42.72593548,-21,1,,,0
C218,finance,E-commerce,EUrope,1k,141960.581,62861.25791,,,169.928308,487.0023587,8.666747644,4,20,,2,,,-92,1,,,0
C219,Heathcare,Payments,N. America,500+,17148.29932,52966.37544,24,,189.4170392,466.1357122,12.85966536,11,20,1,4,1,,36,0,0,,0
C220,Technology,Data,Europe,10k,36486.32265,104216.7475,36 mnth,3.103496534,115.6938893,761.0530951,45.24448468,5,,0,3,,,96,1,20%,,0
C221,TECH,AI,Europe,,61996.60186,90610.79106,36 mnth,40.48694624,,330.2377274,0.897918423,6,5,,2,1,37.47641677,34,3,10%,,0
C222,,AI,APAC,1k,80442.96523,,36,63.25440426,162.9107952,562.0665703,11.28963574,1,100,2,4,0,45.51533933,2,,10,executive sponsor left,0
C223,Finance,,Middle East,,36632.1401,139314.2562,12 months,54.74450492,138.6265602,562.9537561,3.257704266,5,50,2,2,,68.82477484,,1,0,,0
C224,Finanace,Cybersecurity,,500,9367.848278,61280.34376,48,11.08588596,163.3551745,775.0277705,1.596459486,6,20,2,6,,65.33189939,3,2,20%,executive sponsor left,0
C225,SaaS,Infra,,200,191741.8279,,24,21.9880514,152.6008166,782.4461296,13.68546798,6,20,2,8,1,,-24,3,15,low usage,0
C226,Healthcare,Payments,Middle East,1k,232915.2061,-43831.22331,36,5.724442944,131.5867701,657.3224415,8.399738384,,5,4,2,0,71.05585811,-52,1,5,,0
C227,Finanace,Payments,APAC,10k,153190.0136,97096.81107,12,121.4511198,183.4673602,530.5692701,14.86121556,5,20,1,1,0,,-41,1,,pricing issue,0
C228,,,N. America,500+,26868.58863,,48,27.86425599,99.98662273,473.5685655,0.516150111,9,10,0,2,1,,86,0,15,pricing issue,0
C229,TECH,,LATAM,500+,70232.21647,22234.05957,12 months,17.78297504,184.2305806,642.5009028,0.131354168,3,100,2,2,1,36.33199961,-17,0,,,0
C230,,,North America,1000,194177.8211,79763.71569,36,,133.4403482,321.6990597,24.98852519,3,,,3,1,34.07693565,26,3,,integration problem,0
C231,Technology,AI,Middle East,5000,182676.1793,,12 months,18.29020984,,333.3904312,22.27563933,4,,3,7,0,92.63395549,10,1,0, executive sponsor left ,0
C232,Finance,Cybersecurity,LATAM,50,134766.1409,217468.3821,12 months,14.405595,111.334962,426.423197,0.15301487,7,,2,,0,21.88291343,-44,4,,,0
C233,Technology,Infra,N. America,,333283.1823,117394.7542,,3.486698723,48.97373362,,0.44563505,2,50,1,6,1,17.51659604,1,1,5,,0
C234,Energy,,N. America,50,54549.9374,126272.1685,36,,123.7435836,682.5885263,0.27622055,,10,5,1,0,,70,3,,pricing issue,0
C235,Energy,AI,,500+,210102.6247,,48,1.270914228,135.0623923,420.8758975,35.00093063,5,5,,2,0,28.52357542,-39,2,20%,,0
C236,,,EUrope,1k,13222.23826,41258.99133,12 months,30.80587947,52.46857517,445.6881524,10.28164327,4,50,0,1,2,32.81042943,1,0,15,,1
C237,TECH,N/A,LATAM,5000,203677.4906,167899.866,12 months,28.35206876,59.05982798,791.8919872,4.060260272,5,10,3,3,0,49.7892563,52,1,,pricing issue,0
C238,TECH, cloud, north @meric,,56683.96815,124184.5582,48,33.24449039,38.74783567,643.6453699,3.86407405,9,,2,,0,27.22861989,-39,0,10%,,0
C239,Healthcare,AI,APAC,5000,23348.776,79325.46085,36 mnth,0.571052922,81.39207402,,49.35393218,,100,1,4,,44.80550537,22,2,20%, low usage,0
C240,Healthcare,Cybersecurity,,10000,73358.25335,,36,8.118708965,38.84384538,722.4893595,1.78808994,7,10,,7,1,40.19151349,62,3,15,executive sponsor left,0
C241,Healthcare,Cybersecurity,EUrope,500+,206078.8671,78168.88521,48,20.99567376,102.4700929,710.6471843,3.86241456,8,10,1,3,,75.7209143,-12,2,,low usage,0
C242,Retail,Payments,N/A,50,70888.46806,74710.20229,24,27.72019363,177.8737677,236.468211,8.905295664,5,5,2,2,0,41.05247176,-91,2,,integration problem,0
C243,Heathcare,None,APAC,5000,79882.40519,36534.30471,36,50.9902344,156.5518652,,8.048482591,9,100,2,,0,71.52521098,89,,,executive sponsor left,0
C244,Manufacturing,Data,North America,50,,126521.1466,12 months,10.95675416,,803.8381365,6.438038619,4,5,1,2,,38.29076931,,2,,satisfied,0
C245,Heathcare,E-commerce,APAC,,160694.9488,93779.34589,36,27.44806206,,289.909235,5.095364455,4,,1,3,0,,-62,3,5,low usage,0
C246,Technology,,N. America,5000,65595.78758,53318.8048,,46.44555279,46.54970357,512.1262727,3.261671807,6,20,2,1,2,82.2829012,55,0,10%,,1
C247,Heathcare,Cloud,Europe,50,1117955.866,,12,3.398086048,90.44990288,341.6479772,5.121009986,6,,,3,0,50.46268735,-99,0,,,0
,Retail,E-commerce,EUrope,1000,106784.0114,52472.83825,36 mnth,10.12419197,109.2966916,508.3857773,9.544701744,6,20,0,3,0,57.24369008,-7,1,,neutral,0
C249,Technology,None,N/A,5000,255351.0517,35937.69477,,3.881257727,,246.8441229,7.058044827,,20,2,3,0,22.33619455,-58,0,,,0
C250,Heathcare,Cloud,,10k,44802.43051,43543.90054,36 mnth,23.34535793,106.2862081,266.8512219,2.227878913,4,5,0,1,0,95.58247153,56,1,,integration problem,0
C251,Retail,Cybersecurity,EUrope,500,18270.52552,,12,20.72994321,103.5827566,802.6743265,22.24898475,9,10,2,2,1,43.49408149,40,1,20%,needs training,0
C252,Manufacturing,Cybersecurity,Europe,5000,471407.2212,66365.28667,36 mnth,,198.4872788,375.0403892,2.233355959,8,,2,5,1,6.230715461,99,3,,satisfied,0
C253,heathcare,,Europe,50,22512.33334,,,,,547.5770662,1.953478828,5,,3,,0,29.83920425,49,0,,executive sponsor left,0
C254,Retail,Cloud,APAC,500,59683.00166,71134.44295,,16.96726146,145.1336557,223.4005438,9.276654607,9,10,3,0,,21.28097581,64,4,15,renewal likely,0
C255,,AI,APAC,,38565.74847,119649.2033,48,,145.4395152,444.282177,17.6916571,6,,,6,0,33.99840089,-52,,,low usage,0
C256,TECH,E-commerce,Europe,10000,127265.8343,,36 mnth,15.88066114,135.3789952,555.118319,7.265383467,,10,,3,,8.894105942,54,0,20,renewal likely,0
C257,Healthcare,,,500,,55406.58997,,87.87368033,168.9734745,652.143547,,6,50,,3,3,81.24074318,85,1,,renewal likely,0
C258,TECH,AI,EUrope,500+,209243.9676,114877.1179,36,82.2163343,122.6996775,362.860613,15.01070125,9,,,3,0,,-61,0,10%,needs training,0
C259,Finance,, north @meric,50,19579.09464,79915.82487,36 mnth,45.88344943,102.1403872,569.0065163,14.22759611,4,5,1,0,0,82.09509753,-54,3,10,satisfied,0
,Finance,Cybersecurity,,10k,35280.68568,25361.88827,24,24.05107886,112.2646481,460.7108494,23.9088115,7,,2,1,0,103.7853983,99,0,,neutral,0
C261,Finance,,LATAM,500+,47953.79434,37862.53749,36 mnth,4.396948836,136.0887029,425.3972082,8.475401552,6,,0,,1,84.74546566,-44,1,10%,N/A,0
C262,Manufacturing,AI,,,300684.4953,52723.45812,36 mnth,18.45532489,66.00501669,508.7217938,1.569056956,5,50,,2,2,28.20897024,-49,2,0, executive sponsor left ,1
C263,,Cybersecurity,APAC,500+,125721.3378,82341.39454,,79.43738726,127.9014276,481.5570034,3.138170221,2,50,2,3,0,79.91741897,27,,10,bad experince,0
,TECH,E-commerce,Middle East,200,,,36 mnth,7.520849465,186.9135486,516.7655412,8.495219368,4,100,2,,2,,41,3,,,0
,,E-commerce, n. america,,263160.4534,77683.91809,12,29.67347968,118.1533986,530.2982012,13.4280809,6,100,2,4,,,-86,1,15,executive sponsor left,0
C266,,Infra,Europe,10k,43882.94174,96592.78665,36 mnth,,123.5157886,395.824621,,5,,,3,1,67.21185766,,0,5,,0
,Retail,Data,EUrope,,39486.17729,50657.54832,,12.35697959,80.17900255,358.1972645,1.372020833,8,100,0,,0,15.71022258,12,0,10%,needs training,0
C268,Technology,Cloud,,500+,79960.7794,61947.19812,12,6.766259885,131.933796,553.8157953,13.11913683,2,10,2,7,0,,-69,1,20%,pricing issue,0
C269,Energy, infra,,1000,359051.2722,,12 months,4.956516187,120.580383,780.9060403,28.42897492,5,,1,4,,32.10817975,39,1,,executive sponsor left,0
C270,Retail,Data,,,24976.72027,117818.9645,12 months,25.97055629,,469.6667183,4.656573728,7,10,0,1,,7.855554107,-13,1,N/A,,0
C271,Heathcare,Payments,APAC,500+,131627.9486,23336.01792,12 months,24.7558383,,531.1301502,10.07588415,,100,3,3,0,26.91559521,55,1,,N/A,0
C272,Heathcare,Payments,EUrope,500,75745.0614,131827.1153,12,4.9907916,156.0559864,355.8041047,13.08315483,2,50,1,3,1,,,3,,satisfied,0
C273,finanace,None,N. America,50,70975.12273,142501.7613,36,7.774054026,140.3152561,351.9629605,21.51725472,7,,2,3,,55.78500262,18,0,,,0
C274,Healthcare,E-commerce,N. America,,6557.33558,93713.88245,36 mnth,94.46722484,,377.2907074,0.707381958,7,100,1,4,0,2.884257606,,0,15,,0
C275,Technology,Cybersecurity,LATAM,5000,26471.95097,115554.4757,12,183.0082574,100.9909267,369.0590571,4.744106021,6,20,2,2,,,6,1,10,,0
C276,Technology,AI,Europe,500+,655688.2429,76313.98273,36 mnth,54.49789368,133.3208736,557.263004,3.523466241,4,50,1,4,,70.2315745,-71,1,0,low usage,0
C277, healthcare,,,10k,27301.41238,88790.57618,36,28.28083709,157.1938144,480.1391146,11.64016774,,20,1,5,1,71.28007876,4,0,20%,,0
C278,Manufacturing,Data,APAC,,16844.42669,,,,,665.817054,4.9624888,4,,,3,1,48.61529121,47,1,,needs training,0
C279,Finanace,,Europe,10000,17212.10519,70678.56433,,,1.96120684,579.849097,7.885521678,8,50,1,7,0,,51,1,0,,0
C280,N/A,,EUrope,10000,787510.7228,,12,52.76584866,101.2783817,675.5784843,,6,5,6,3,0,29.99786659,38,2,15,neutral,0
C281,Manufacturing,,LATAM,,196946.3668,163530.4512,24,9.369150716,74.89441849,828.7704753,9.967180157,6,,2,1,0,,87,,, pricing issue ,0
C282,Manufacturing,Payments,Europe,5000,,,48,5.607781948,113.6720724,559.0832907,11.94986595,3,50,3,1,,29.11640836,,1,10,executive sponsor left,0
,Healthcare,None,EUrope,10000,16184.98283,61558.02105,36 mnth,19.26992423,117.6444317,271.9327718,20.15101847,6,10,2,3,0,36.88715086,-5,,,,0
C284,Manufacturing,Data,N. America,200,,40643.51325,36,16.695762,70.17392319,678.6239088,10.42621858,7,5,3,2,0,,83,2,,renewal likely,0
C285,Heathcare,,,1000,126287.9606,,24,,160.5943573,408.5393571,0.767861892,6,100,1,6,2,15.83878107,-13,3,10,low usage,0
C286,Finance,AI,APAC,10000,10385.01707,76393.94409,12,,197.4397235,,9.084573109,4,20,0,,,56.49146054,-20,2,0,bad experince,0
C287,Energy,Infra,Middle East,10k,78721.07389,3542.48566,12,20.76095676,,412.7408075,6.494441713,,100,3,,0,21.88374674,80,2,20,integration problem,0
C288,Technology,,N/A,500,63674.6574,201801.3573,24,12.9134734,213.0608769,395.0343214,36.66825878,8,,2,,1,,-8,0,10,neutral,0
C289,,AI,,1000,107178.4542,64193.31671,,17.88044627,93.7399151,606.665192,12.19884503,3,5,,2,,,6,2,5,executive sponsor left,0
C290,Energy,Cloud,Middle East,10k,,,12 months,22.1442359,172.0839685,595.207517,5.145207081,,50,2,3,0,77.39061393,,2,,,0
C291,Healthcare,Data,Europe,1k,70145.02453,,12,,84.75818194,544.3812458,3.513718491,7,,1,1,,90.55333936,-90,0,5,neutral,0
C292,Retail,Cybersecurity,LATAM,1000,87508.99106,78810.14436,12,9.654705981,130.8040107,425.9623461,6.628833294,5,100,,5,0,55.9873791,-20,1,20%,,0
C293,Healthcare,,Middle East,,135715.1791,113059.9492,12,7.517947199,74.05204069,431.2234863,30.5908096,,,1,7,0,,56,1,,renewal likely,0
C294,Technology,Infra,Middle East,10000,40113.93709,135253.2823,12,13.93324069,,804.8451696,9.315319396,,10,0,,0,22.45601675,-22,1,20%,renewal likely,0
C295,,None,latam,200,40626.63981,47235.15437,12,78.12503005,146.2270572,593.6850088,1.219721165,2,10,4,3,0,40.24232175,96,1,0,,0
C296,Energy,,N. America,200,13564.35342,113854.2977,,,123.3946692,629.2706636,9.287278905,7,10,4,2,,57.63448816,56,1,,renewal likely,0
C297,Manufacturing,,Middle East,500,49606.56349,,48,16.42656136,,436.9580875,10.21386342,7,,4,5,1,4.479598757,-3,3,20%,,0
C298,Healthcare,Cloud,N/A,10000,196894.4555,,12,73.69851553,176.6124343,,17.40104284,7,50,3,7,2,104.4347245,89,1,10,needs training,0
C299,TECH,Cybersecurity,North America,50,110672.874,,,84.67274972,49.18277156,703.9987934,,6,,1,1,,75.69150493,-9,,10%,executive sponsor left,0
C300,Energy,Infra,EUrope,,114412.755,106684.5054,12 months,43.02145267,73.75840225,345.2855197,15.71794369,5,100,1,4,0,68.71873732,40,0,20,,0
C301,Heathcare,Payments,APAC,200,4778.965714,106813.3141,36,,108.166415,313.9754882,9.671047968,3,,3,2,,96.28932158,82,0,20%,,0
C302,Technology,AI,Europe,,43173.94663,90604.8686,24,77.24303796,96.96742535,427.2215391,4.561472099,7,50,2,4,1,59.90402952,-61,1,20%,executive sponsor left,0
C303,Energy,Payments,N. America,1k,33697.3159,101055.3097,12,14.02692706,36.36736593,730.152775,2.188713906,,10,2,4,0,59.29593556,-27,0,10%,pricing issue,0
,,Payments,EUrope,500+,48827.68832,-7493.417045,24,18.06164923,160.1820909,412.3125156,5.629498584,7,100,1,0,0,,85,0,,,0
C305,Technology,Infra,LATAM,1k,48631.30775,113225.5091,36,16.15104706,93.92679116,,14.65268627,9,,1,3,1,86.02464573,,1,20,,0
C306,Retail,Data,Middle East,50,327503.6752,,12,,11.78868585,650.731969,37.47789703,6,,1,,0,,-34,1,10,bad experince,0
C307,Energy,Data,,10k,4601.627838,161687.9925,,59.40088914,25.28987066,433.7160579,6.848826422,5,50,1,2,1,44.7541516,50,1,,pricing issue,0
C308,,None,Europe,,43417.42533,119043.476,36 mnth,26.13484931,,569.2512923,2.153799075,,100,2,4,2,74.02797688,56,1,,pricing issue,0
C309,Technology,Cybersecurity,Europe,,19618.17259,66774.46921,36,50.72838536,154.8964696,62.48966755,0.247558761,5,100,,4,,99.37969423,-67,0,,pricing issue,0
C310,Healthcare,Infra,n. america,10000,,87858.5657,,,,423.7078826,7.940408049,,,2,,0,85.56691126,,1,20%,bad experince,0
,Finance,Cybersecurity,EUrope,50,10778.16153,134364.0329,12 months,15.7447001,,327.8396309,4.33490785,6,5,2,4,,26.65858295,77,1,5,,0
,,AI,Middle East,5000,20965.10287,-37324.59346,36 mnth,13.7819416,116.1679907,463.9202199,0.724211838,13,,4,5,1,58.40283733,-42,1,5,,0
C313,SaaS,Infra,Middle East,500,83655.01512,,48,72.27665656,150.709448,714.8741496,7.657743104,5,,2,3,1,82.3723997,,0,10%,needs training,0
C314,Manufacturing,Cloud,EUrope,500,61368.06337,,12 months,,129.5393712,611.653214,1.586074701,6,5,1,3,0,69.5421179,84,,,pricing issue,0
C315,SaaS,None,APAC,10k,198226.1332,168636.6723,36,,206.5974135,375.2207222,2.415323847,4,20,5,,,,-19,2,20%,needs training,0
C316,Healthcare,Data,Europe,500+,80840.14847,95335.75394,48,5.617508394,47.06957542,416.3551052,,7,10,1,,0,,-90,0,15,satisfied,0
C317,Heathcare,Cloud,EUrope,200,100227.9652,188558.0118,,47.33853273,137.1775526,349.9612359,9.269511154,4,10,1,5,0,29.38044045,97,0,20,needs training,0
C318,heathcare,Cloud,Middle East,500+,256954.3945,47756.47805,12,80.97691917,200.4653323,702.2729554,9.823651973,8,20,,4,0,104.4179694,4,0,,executive sponsor left,0
C319,Finance, cloud,Middle East,10000,69654.75999,57341.27022,36 mnth,64.78173483,,453.5028731,0.633864004,6,20,,2,1,,-87,0,,,0
C320,Manufacturing,E-commerce,,500+,696918.5953,76632.41415,36,1.873991527,79.64809959,251.1149907,,7,,2,2,0,10.25776249,-66,1,,,0
C321,Finanace,data,EUrope,,,123969.6236,,0.723792591,,619.8366229,1.525276185,4,,0,3,1,,-67,0,0,integration problem,0
C322,Finance,None,North America,500+,67532.91584,52253.00484,,5.634962094,102.4829375,406.6333418,2.64734894,1,10,3,1,,61.38104376,41,,0,,0
C323,SaaS,, apac,500,25364.62449,104021.2265,36,,157.0406205,544.4508231,14.79421449,8,10,0,3,0,14.72809786,-69,2,10,,0
C324,Finance,N/A,,10k,266780.271,85649.25743,12 months,33.47202379,90.63822894,429.5871213,27.62843041,9,5,2,5,,10.14002468,55,0,15,,0
,SaaS,E-commerce,EUrope,500,185713.3621,49885.88136,,61.35556591,69.0809872,612.4630907,11.86177484,,,2,,0,,94,1,10,,0
C326,Technology,Payments,LATAM,,701038.9621,,12 months,8.338461516,143.0221096,559.6035535,5.514240989,3,5,,3,0,58.57443349,-98,0,10%,bad experince,0
C327, heathcare , data,EUrope,50,,,36,6.19464673,181.7904206,131.4693413,7.407897243,3,,1,4,0,59.75657282,-67,2,15, s@tisfied ,0
C328,Technology,AI,APAC,5000,56288.08082,,,10.68552232,,895.8407078,5.683322555,6,,,3,,21.2704256,-44,1,,bad experince,0
C329,TECH,Cloud,Europe,1k,41227.30883,97000.26311,12,4.602257948,79.9409809,343.2319796,56.95653832,2,100,,4,0,,38,2,0,,0
C330,Manufacturing,Infra,Middle East,10000,15851.15275,,36,7.992799841,105.5852738,450.2451546,1.149859748,7,20,1,2,0,65.49732378,-25,6,20, executive sponsor left,0
C331, finanace ,AI,Europe,500,25161.67812,135136.796,12,0.761431837,109.3700447,685.7808441,3.723608284,,5,2,0,0,36.89733848,12,3,5,pricing issue,0
C332,SaaS,E-commerce,Middle East,,54784.78371,15464.77076,48,16.77952443,177.6861447,437.7090926,5.699535888,10,100,1,5,1,36.76983739,-18,0,10,,0
C333,,Cloud,LATAM,10000,,,36,,96.48414843,377.1441798,8.505418374,6,100,2,3,1,,-99,3,,,0
