,Industry,Sub Industry,Region,Company size,Annual revenue(USD),Contract value(USD),Contract length(m),Product usage hours(3m),Product usage hours(12m),Login frequency(30d),Active users,Licensed users,Analyst calls(6m),Support tickets(6m),Support escalations(6m),Avg resolution time(hrs),Nps score,Survey response count(12m),Discount,Account notes,Churn flag,Tenure(d),missing_discount,missing_licensed_users,missing_avg_resolution,missing_contract,missing_tenure,missing_support_esc,missing_analyst_calls,missing_product_usage(3m),missing_product_usage(12m),missing_nps_score,missing_contract_length,Utilization ratio,Utilization Bin,Resolution_Time_Bucket,NPS_Category,tenure_bucket
111,,Cybersecurity,Latam,5000,4003.36,37929.25,24,,659.5,3.04,7,,1.0,4,,,-75,1,0.0, needs training ,0.0,,0,1,1,0,1,1,0,1,0,0,0,,,,Detractor (-100 to 0),
112,Energy,E-commerce,Apac,50,421688.32,136058.23,48,99.6,529.61,5.48,7,20,3.0,,,46.76,41,1,0.2, neutral,0.0,972,0,0,0,0,0,1,0,0,0,0,0,0.35,"(0.2, 0.4]",24-48h,Passive (1 to 50),2-3 years
113,Healthcare,E-commerce,Middle East,500,,114742.04,,,487.92,15.51,4,,1.0,,0.0,33.45,-82,1,,,0.0,704,1,1,0,0,0,0,0,1,0,0,1,,,24-48h,Detractor (-100 to 0),18-24 months
114,Technology,Infra,Latam,500,23284.2,,48,96.16,460.72,4.95,1,20,,0,0.0,36.41,-63,1,,integration problem,0.0,218,1,0,0,1,0,0,1,0,0,0,0,0.05,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),6-12 months
115,Energy,,Europe,,78067.73,109381.53,24,176.0,694.1,18.58,6,100,,1,,,81,3,,neutral,0.0,974,1,0,1,0,0,1,1,0,0,0,0,0.06,"(0.0, 0.2]",,Promoter (51 to 100),2-3 years
116,Saas,Payments,North America,10000,,63823.0,48,57.0,370.54,5.31,7,20,1.0,,,58.9,-20,1,,,0.0,519,1,0,0,0,0,1,0,0,0,0,0,0.35,"(0.2, 0.4]",48h+,Detractor (-100 to 0),12-18 months
117,Finance,Payments,Latam,5000,46094.43,138650.7,,38.5,106.4,,8,20,0.0,0,2.0,,-38,3,0.1,renewal likely,0.0,341,0,0,1,0,0,0,0,0,0,0,1,0.4,"(0.2, 0.4]",,Detractor (-100 to 0),6-12 months
118,Finance,,Europe,500,,,,118.01,331.57,7.61,7,,1.0,3,0.0,38.16,-16,2,0.2,,0.0,,0,1,0,1,1,0,0,0,0,0,1,,,24-48h,Detractor (-100 to 0),
119,,Payments,Apac,50,33947.37,139318.8,36,166.83,565.49,0.91,6,100,3.0,2,1.0,,-31,2,,neutral,0.0,12,1,0,1,0,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",,Detractor (-100 to 0),0-3 months
120,Saas,AI,Europe,50,109847.83,98748.77,,40.85,460.92,,7,,3.0,6,1.0,,49,0,,bad experince,0.0,670,1,1,1,0,0,0,0,0,0,0,1,,,,Passive (1 to 50),18-24 months
121,Saas,,North America,10000,133204.92,,48,146.82,517.45,8.34,,,4.0,7,0.0,,10,,0.0,executive sponsor left,0.0,850,0,1,1,1,0,0,0,0,0,0,0,,,,Passive (1 to 50),2-3 years
122,Healthcare,Infra,,1000,669204.28,117690.49,12,105.94,401.14,8.87,7,,0.0,2,0.0,72.58,66,0,0.1,neutral,0.0,601,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),18-24 months
123,Finance,AI,Latam,50,221761.74,,48,,374.29,5.93,5,20,,4,,75.67,-97,1,,,0.0,2731,1,0,0,1,0,1,1,1,0,0,0,0.25,"(0.2, 0.4]",48h+,Detractor (-100 to 0),5-10 years
124,,,North America,500,93719.29,95832.27,36,147.42,350.42,21.4,4,5,1.0,3,,,-73,1,0.1,integration problem,0.0,1828,0,0,1,0,0,1,0,0,0,0,0,0.8,"(0.6, 0.8]",,Detractor (-100 to 0),5-10 years
125,Retail,Cloud,Apac,50,237660.34,161908.27,12,138.07,,,3,10,2.0,2,1.0,,-49,0,0.1,,0.0,1742,0,0,1,0,0,0,0,0,1,0,0,0.3,"(0.2, 0.4]",,Detractor (-100 to 0),3-5 years
126,,Payments,North America,1000,13990.06,113312.65,48,201.71,555.31,1.02,6,,1.0,5,1.0,33.4,90,1,0.15,integration problem,0.0,,0,1,0,0,1,0,0,0,0,0,0,,,24-48h,Promoter (51 to 100),
127,Energy,Data,Middle East,50,33118.17,80400.49,24,194.52,395.77,18.77,7,50,0.0,2,0.0,78.63,74,2,0.2,satisfied,0.0,512,0,0,0,0,0,0,0,0,0,0,0,0.14,"(0.0, 0.2]",48h+,Promoter (51 to 100),12-18 months
128,Finance,,North America,1000,303019.92,64871.79,48,149.85,609.85,1.35,6,5,1.0,3,,,-84,0,0.1,pricing issue,0.0,,0,0,1,0,1,1,0,0,0,0,0,1.2,,,Detractor (-100 to 0),
129,Finance,Infra,North America,1000,56750.93,63044.2,36,148.88,624.54,12.71,3,20,1.0,4,,37.5,30,1,0.15,,0.0,668,0,0,0,0,0,1,0,0,0,0,0,0.15,"(0.0, 0.2]",24-48h,Passive (1 to 50),18-24 months
130,Retail,,Latam,10000,38687.97,25030.35,,121.93,787.73,5.9,11,50,2.0,1,1.0,,-62,0,0.0,integration problem,0.0,,0,0,1,0,1,0,0,0,0,0,1,0.22,"(0.2, 0.4]",,Detractor (-100 to 0),
131,Finance,,Middle East,,8379.89,-28026.85,36,129.83,477.31,2.55,14,,1.0,3,0.0,52.02,98,,0.05,,0.0,41,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),0-3 months
132,Healthcare,Cloud,North America,,126896.72,101949.57,,81.98,510.11,3.25,5,20,2.0,2,0.0,,80,1,,integration problem,0.0,282,1,0,1,0,0,0,0,0,0,0,1,0.25,"(0.2, 0.4]",,Promoter (51 to 100),6-12 months
133,Manufacturing,,Europe,,289785.2,81767.89,12,154.58,203.88,20.41,5,,3.0,4,,90.44,-82,1,0.2,,0.0,1838,0,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),5-10 years
134,Finance,,North America,,771866.84,-45617.65,12,79.19,756.4,16.83,8,,3.0,4,0.0,83.03,-11,0,0.15,bad experince,0.0,3085,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),5-10 years
135,Saas,,North America,1000,92393.0,,36,56.02,420.49,0.79,4,,0.0,4,0.0,60.64,-22,0,,,0.0,1295,1,1,0,1,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),3-5 years
136,,,North America,10000,458493.11,58796.67,36,12.87,691.34,1.14,3,50,0.0,7,0.0,,88,0,0.2,,0.0,200,0,0,1,0,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",,Promoter (51 to 100),6-12 months
137,Energy,,North America,5000,307780.12,94828.29,36,181.65,260.68,8.05,10,50,3.0,2,2.0,83.99,20,2,0.15,low usage,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0.2,"(0.0, 0.2]",48h+,Passive (1 to 50),0-3 months
138,Manufacturing,Data,,10000,43972.34,62370.16,,,484.64,2.13,,50,1.0,,,9.22,3,1,0.1,low usage,0.0,309,0,0,0,0,0,1,0,1,0,0,1,,,6-12h,Passive (1 to 50),6-12 months
139,Retail,Infra,,5000,,81094.02,,153.82,383.88,8.63,3,5,,6,2.0,62.0,98,2,0.1, low usage ,0.0,322,0,0,0,0,0,0,1,0,0,0,1,0.6,"(0.4, 0.6]",48h+,Promoter (51 to 100),6-12 months
140,Saas,E-commerce,Latam,10000,40955.63,45711.82,12,88.32,,8.29,7,10,2.0,,,,-21,1,0.05,executive sponsor left,0.0,952,0,0,1,0,0,1,0,0,1,0,0,0.7,"(0.6, 0.8]",,Detractor (-100 to 0),2-3 years
141,Finance,,Middle East,500,83707.28,175395.4,48,28.92,,,2,100,1.0,2,0.0,92.16,88,1,0.2,renewal likely,0.0,7,0,0,0,0,0,0,0,0,1,0,0,0.02,"(0.0, 0.2]",48h+,Promoter (51 to 100),0-3 months
142,,Payments,North America,200,235164.24,11181.43,12,97.7,585.61,27.33,1,5,2.0,2,1.0,17.72,,,0.05,satisfied,0.0,357,0,0,0,0,0,0,0,0,0,1,0,0.2,"(0.0, 0.2]",12-24h,,6-12 months
143,Finance,Data,Latam,,80912.75,74955.32,24,73.9,428.64,0.87,7,5,,4,0.0,59.39,-68,1,0.05,renewal likely,0.0,21,0,0,0,0,0,0,1,0,0,0,0,1.4,,48h+,Detractor (-100 to 0),0-3 months
144,Technology,AI,,500,38989.11,,36,67.17,492.86,8.99,3,,,5,,54.89,48,0,0.2,renewal likely,0.0,,0,1,0,1,1,1,1,0,0,0,0,,,48h+,Passive (1 to 50),
145,Technology,,North America,5000,24168.0,40857.17,,138.12,606.43,10.37,,100,2.0,3,1.0,,-77,1,0.15,,0.0,751,0,0,1,0,0,0,0,0,0,0,1,,,,Detractor (-100 to 0),2-3 years
146,Technology,AI,Europe,10000,193916.63,35128.25,36,82.26,,14.58,1,,3.0,4,0.0,15.57,-21,1,,integration problem,0.0,4614,1,1,0,0,0,0,0,0,1,0,0,,,12-24h,Detractor (-100 to 0),10+ years
147,Technology,Cybersecurity,Latam,500,52590.72,106565.69,24,104.52,344.4,25.68,7,100,1.0,2,1.0,49.27,-9,1,0.2,,0.0,711,0,0,0,0,0,0,0,0,0,0,0,0.07,"(0.0, 0.2]",48h+,Detractor (-100 to 0),18-24 months
148,Retail,Infra,Latam,50,130719.54,65267.94,24,156.51,856.95,12.34,7,,5.0,2,,53.83,-97,0,0.15,,0.0,1160,0,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),3-5 years
149,Technology,,Apac,50,,67820.79,12,30.31,641.28,18.88,6,,2.0,3,1.0,9.86,42,2,0.1,bad experince,0.0,1336,0,1,0,0,0,0,0,0,0,0,0,,,6-12h,Passive (1 to 50),3-5 years
150,Healthcare,Payments,North America,200,16282.96,75895.88,12,10.25,552.65,4.9,3,,0.0,6,0.0,66.76,,0,,executive sponsor left,0.0,1223,1,1,0,0,0,0,0,0,0,1,0,,,48h+,,3-5 years
151,,AI,Middle East,,414405.94,43569.46,12,144.95,598.84,8.9,2,,1.0,1,3.0,10.97,73,2,0.0,low usage,0.0,484,0,1,0,0,0,0,0,0,0,0,0,,,6-12h,Promoter (51 to 100),12-18 months
152,Manufacturing,Infra,Middle East,1000,7079.68,77176.87,,163.86,597.59,0.29,4,50,4.0,3,0.0,,29,0,0.2,,0.0,21,0,0,1,0,0,0,0,0,0,0,1,0.08,"(0.0, 0.2]",,Passive (1 to 50),0-3 months
153,Healthcare,Payments,Apac,500,44182.72,140559.38,,113.91,151.91,6.34,2,100,2.0,5,0.0,,31,2,0.2,,0.0,1155,0,0,1,0,0,0,0,0,0,0,1,0.02,"(0.0, 0.2]",,Passive (1 to 50),3-5 years
154,Technology,AI,Middle East,500,73068.02,102508.75,,163.53,578.0,27.03,5,10,2.0,2,0.0,24.51,-50,1,,renewal likely,0.0,1962,1,0,0,0,0,0,0,0,0,0,1,0.5,"(0.4, 0.6]",24-48h,Detractor (-100 to 0),5-10 years
155,,E-commerce,Europe,1000,15184.57,128373.45,24,113.65,,4.67,,10,1.0,2,,,,1,0.2,,0.0,,0,0,1,0,1,1,0,0,1,1,0,,,,,
156,,Data,North America,1000,42651.24,107099.26,24,155.68,,6.45,9,10,2.0,2,,35.82,-69,1,0.15,pricing issue,0.0,,0,0,0,0,1,1,0,0,1,0,0,0.9,"(0.8, 1.0]",24-48h,Detractor (-100 to 0),
157,Healthcare,Cloud,Europe,,,45528.86,36,149.34,594.57,0.78,6,,2.0,1,0.0,35.78,31,2,0.0,,0.0,499,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),12-18 months
158,Saas,Payments,,,47342.64,79207.39,36,108.22,413.21,14.5,,5,3.0,3,,29.51,,2,0.2,,0.0,276,0,0,0,0,0,1,0,0,0,1,0,,,24-48h,,6-12 months
159,,Infra,Latam,,2289313.46,62837.25,,199.34,328.2,2.7,,10,1.0,2,0.0,,-38,,,neutral,0.0,828,1,0,1,0,0,0,0,0,0,0,1,,,,Detractor (-100 to 0),2-3 years
160,Manufacturing,Cybersecurity,North America,10000,28002.56,105145.71,12,105.14,727.87,0.74,6,,1.0,6,1.0,14.58,8,0,0.1,needs training,0.0,,0,1,0,0,1,0,0,0,0,0,0,,,12-24h,Passive (1 to 50),
161,,,Middle East,1000,259522.34,131322.53,48,209.18,337.84,0.42,6,5,,,1.0,3.67,77,1,0.15,,0.0,211,0,0,0,0,0,0,1,0,0,0,0,1.2,,<6h,Promoter (51 to 100),6-12 months
162,Technology,Cloud,,5000,88613.38,,36,177.8,648.52,6.37,4,20,0.0,2,0.0,104.5,-100,1,,neutral,0.0,631,1,0,0,1,0,0,0,0,0,0,0,0.2,"(0.0, 0.2]",,Detractor (-100 to 0),18-24 months
163,Retail,E-commerce,Middle East,50,48753.47,,12,53.5,555.5,11.29,10,50,2.0,,0.0,,48,3,,,0.0,267,1,0,1,1,0,0,0,0,0,0,0,0.2,"(0.0, 0.2]",,Passive (1 to 50),6-12 months
164,Technology,E-commerce,North America,1000,90620.59,190349.02,36,-10.05,684.91,31.93,3,100,2.0,6,0.0,,52,0,,pricing issue,0.0,218,1,0,1,0,0,0,0,0,0,0,0,0.03,"(0.0, 0.2]",,Promoter (51 to 100),6-12 months
165,Technology,Cybersecurity,,,199059.59,87161.5,12,73.43,849.67,11.62,3,20,0.0,4,,48.03,62,2,0.1,satisfied,0.0,2106,0,0,0,0,0,1,0,0,0,0,0,0.15,"(0.0, 0.2]",48h+,Promoter (51 to 100),5-10 years
166,,,Europe,,517308.4,129622.99,48,44.86,587.67,12.89,8,10,0.0,3,,79.79,-67,2,0.1,,1.0,2054,0,0,0,0,0,1,0,0,0,0,0,0.8,"(0.6, 0.8]",48h+,Detractor (-100 to 0),5-10 years
167,Retail,Cloud,Latam,,2782.87,152990.32,,100.51,465.98,12.03,2,,1.0,8,1.0,15.2,-94,1,0.15,integration problem,0.0,347,0,1,0,0,0,0,0,0,0,0,1,,,12-24h,Detractor (-100 to 0),6-12 months
168,Finance,Infra,Europe,500,123808.78,105799.7,12,,557.37,4.44,2,,1.0,5,0.0,21.74,-92,2,0.15,needs training,0.0,,0,1,0,0,1,0,0,1,0,0,0,,,12-24h,Detractor (-100 to 0),
169,Finance,Cloud,,,158975.62,,24,,595.84,0.23,9,50,1.0,1,0.0,,-49,1,0.05, integration problem,0.0,88,0,0,1,1,0,0,0,1,0,0,0,0.18,"(0.0, 0.2]",,Detractor (-100 to 0),0-3 months
170,,E-commerce,North America,500,,22129.76,12,24.33,304.49,47.41,5,20,,6,1.0,50.54,,,0.1,,0.0,,0,0,0,0,1,0,1,0,0,1,0,0.25,"(0.2, 0.4]",48h+,,
171,Technology,E-commerce,Europe,,68577.13,81362.1,12,178.17,,17.1,,100,2.0,6,,49.25,,0,,low usage,0.0,790,1,0,0,0,0,1,0,0,1,1,0,,,48h+,,2-3 years
172,Energy,E-commerce,Latam,500,77112.96,,36,80.89,,4.74,7,5,,3,1.0,51.29,59,2,, executive sponsor left,0.0,415,1,0,0,1,0,0,1,0,1,0,0,1.4,,48h+,Promoter (51 to 100),12-18 months
173,Technology,Infra,Middle East,10000,32848.33,43316.13,,129.31,352.75,,4,50,1.0,1,,58.68,79,1,0.0,pricing issue,0.0,,0,0,0,0,1,1,0,0,0,0,1,0.08,"(0.0, 0.2]",48h+,Promoter (51 to 100),
174,,Cybersecurity,North America,5000,,125022.4,36,60.44,605.7,1.88,7,5,0.0,,0.0,59.54,,1,,bad experince,0.0,,1,0,0,0,1,0,0,0,0,1,0,1.4,,48h+,,
175,Technology,Payments,Middle East,10000,64929.49,110224.14,48,296.33,474.81,9.45,9,100,2.0,5,0.0,67.21,-44,,0.05,,0.0,,0,0,0,0,1,0,0,0,0,0,0,0.09,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
176,Technology,Data,,10000,3132.15,70885.72,12,75.91,588.02,5.62,3,10,3.0,3,,56.3,-22,,0.2,integration problem,0.0,581,0,0,0,0,0,1,0,0,0,0,0,0.3,"(0.2, 0.4]",48h+,Detractor (-100 to 0),18-24 months
177,Finance,,Apac,5000,10619.69,102298.99,,167.05,647.67,3.4,3,50,1.0,1,1.0,45.12,-58,0,,,0.0,,1,0,0,0,1,0,0,0,0,0,1,0.06,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),
178,Finance,Infra,,1000,65006.48,48064.85,12,109.8,458.65,0.4,9,,,8,,20.74,9,0,0.2,,0.0,729,0,1,0,0,0,1,1,0,0,0,0,,,12-24h,Passive (1 to 50),18-24 months
179,Manufacturing,,Europe,500,770841.85,6657.66,36,,387.04,13.5,6,100,1.0,,0.0,,80,4,,,0.0,321,1,0,1,0,0,0,0,1,0,0,0,0.06,"(0.0, 0.2]",,Promoter (51 to 100),6-12 months
180,Finance,,Middle East,1000,73251.34,90437.55,12,,356.32,1.61,5,20,5.0,3,0.0,35.89,-65,1,0.05,renewal likely,0.0,97,0,0,0,0,0,0,0,1,0,0,0,0.25,"(0.2, 0.4]",24-48h,Detractor (-100 to 0),3-6 months
181,Energy,,Europe,1000,,79399.82,,122.54,754.32,2.02,5,50,1.0,4,0.0,98.96,70,0,0.15,integration problem,0.0,661,0,0,0,0,0,0,0,0,0,0,1,0.1,"(0.0, 0.2]",48h+,Promoter (51 to 100),18-24 months
182,Technology,,Latam,,26685.76,,12,175.96,412.38,27.29,6,,,1,0.0,,-80,2,,renewal likely,0.0,,1,1,1,1,1,0,1,0,0,0,0,,,,Detractor (-100 to 0),
183,Technology,Infra,,1000,,92480.72,36,170.83,62.97,26.31,6,5,,3,,20.62,10,,,renewal likely,0.0,647,1,0,0,0,0,1,1,0,0,0,0,1.2,,12-24h,Passive (1 to 50),18-24 months
184,Healthcare,,Apac,1000,19431.89,104829.78,48,101.19,,8.99,4,5,,4,0.0,,,,,low usage,0.0,633,1,0,1,0,0,0,1,0,1,1,0,0.8,"(0.6, 0.8]",,,18-24 months
185,Finance,Payments,,500,58458.76,48871.08,48,133.49,522.63,2.47,4,5,0.0,3,0.0,56.55,-13,1,0.2,satisfied,0.0,,0,0,0,0,1,0,0,0,0,0,0,0.8,"(0.6, 0.8]",48h+,Detractor (-100 to 0),
186,Energy,E-commerce,Middle East,500,36885.42,58900.95,,122.36,640.36,27.1,6,100,1.0,,,68.72,-92,,0.2,bad experince,0.0,818,0,0,0,0,0,1,0,0,0,0,1,0.06,"(0.0, 0.2]",48h+,Detractor (-100 to 0),2-3 years
187,,Payments,Europe,,98739.96,79468.14,12,18.12,412.85,,5,100,2.0,3,1.0,54.65,49,0,,needs training,0.0,3440,1,0,0,0,0,0,0,0,0,0,0,0.05,"(0.0, 0.2]",48h+,Passive (1 to 50),5-10 years
188,Manufacturing,AI,,1000,46857.57,138861.17,,64.44,488.98,4.24,4,100,2.0,4,0.0,4.11,-46,1,0.2,,0.0,532,0,0,0,0,0,0,0,0,0,0,1,0.04,"(0.0, 0.2]",<6h,Detractor (-100 to 0),12-18 months
189,Finance,,Europe,1000,20894.42,96372.22,36,82.98,591.89,10.13,5,100,1.0,3,1.0,31.85,-30,0,0.0,needs training,0.0,,0,0,0,0,1,0,0,0,0,0,0,0.05,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),
190,Retail,Payments,Middle East,50,39257.84,93952.8,,202.8,447.46,41.53,,20,2.0,,,40.9,95,1,0.1,,0.0,,0,0,0,0,1,1,0,0,0,0,1,,,24-48h,Promoter (51 to 100),
191,Finance,Cloud,,10000,,113669.9,12,116.66,567.76,4.69,7,20,2.0,3,0.0,0.08,-78,3,0.2,,0.0,476,0,0,0,0,0,0,0,0,0,0,0,0.35,"(0.2, 0.4]",<6h,Detractor (-100 to 0),12-18 months
192,Healthcare,,Middle East,200,115848.02,,36,127.8,473.76,4.65,,50,1.0,,,22.86,42,2,0.15,executive sponsor left,0.0,,0,0,0,1,1,1,0,0,0,0,0,,,12-24h,Passive (1 to 50),
193,Technology,Infra,North America,10000,739968.96,146088.64,,80.32,642.75,25.49,8,100,1.0,3,0.0,102.0,,2,,,0.0,,1,0,0,0,1,0,0,0,0,1,1,0.08,"(0.0, 0.2]",,,
194,Manufacturing,Cloud,Europe,50,11663.07,,36,96.29,515.12,5.04,,20,0.0,1,0.0,,48,2,0.05,needs training,0.0,439,0,0,1,1,0,0,0,0,0,0,0,,,,Passive (1 to 50),12-18 months
195,Healthcare,E-commerce,Europe,500,26074.67,55671.39,12,187.19,642.34,7.32,5,100,,9,,0.37,21,0,,bad experince,0.0,3225,1,0,0,0,0,1,1,0,0,0,0,0.05,"(0.0, 0.2]",<6h,Passive (1 to 50),5-10 years
196,Energy,Payments,,10000,21791.6,71890.74,12,149.57,758.93,2.73,7,20,,8,0.0,19.62,0,0,0.0,renewal likely,0.0,1644,0,0,0,0,0,0,1,0,0,0,0,0.35,"(0.2, 0.4]",12-24h,Detractor (-100 to 0),3-5 years
197,Retail,Data,Middle East,50,,,,,469.73,2.09,10,10,1.0,4,0.0,46.82,,2,0.15,satisfied,0.0,1926,0,0,0,1,0,0,0,1,0,1,1,1.0,"(0.8, 1.0]",24-48h,,5-10 years
198,Finance,AI,Apac,5000,21618.18,127849.17,,,471.83,0.09,,100,1.0,2,0.0,,6,2,0.0,needs training,0.0,,0,0,1,0,1,0,0,1,0,0,1,,,,Passive (1 to 50),
199,Manufacturing,,North America,,32931.48,113813.95,12,150.72,,1.02,5,100,,10,,60.78,32,1,,renewal likely,0.0,144,1,0,0,0,0,1,1,0,1,0,0,0.05,"(0.0, 0.2]",48h+,Passive (1 to 50),3-6 months
200,Manufacturing,,,,12823.63,82885.39,12,142.01,461.7,3.71,4,5,1.0,2,2.0,28.33,94,1,,needs training,0.0,187,1,0,0,0,0,0,0,0,0,0,0,0.8,"(0.6, 0.8]",24-48h,Promoter (51 to 100),6-12 months
201,Technology,,Europe,500,,,,101.1,420.7,17.81,5,100,2.0,5,0.0,77.43,-94,3,,,0.0,,1,0,0,1,1,0,0,0,0,0,1,0.05,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
202,Technology,Infra,Apac,500,523670.47,,12,56.56,455.46,15.21,6,,0.0,4,0.0,22.38,35,0,0.0,neutral,1.0,34,0,1,0,1,0,0,0,0,0,0,0,,,12-24h,Passive (1 to 50),0-3 months
203,Manufacturing,Payments,,1000,328298.05,61612.74,24,72.02,142.58,4.0,3,,1.0,4,,59.46,35,0,0.05,low usage,0.0,611,0,1,0,0,0,1,0,0,0,0,0,,,48h+,Passive (1 to 50),18-24 months
204,Healthcare,E-commerce,North America,500,48018.51,95186.03,24,,613.92,9.28,9,20,2.0,2,0.0,59.97,-58,3,,pricing issue,0.0,75,1,0,0,0,0,0,0,1,0,0,0,0.45,"(0.4, 0.6]",48h+,Detractor (-100 to 0),0-3 months
205,Retail,Data,Apac,10000,,,12,69.83,441.73,0.89,7,100,1.0,3,0.0,88.46,-31,3,,pricing issue,0.0,636,1,0,0,1,0,0,0,0,0,0,0,0.07,"(0.0, 0.2]",48h+,Detractor (-100 to 0),18-24 months
206,Retail,,Apac,5000,57269.55,130369.5,24,,571.88,13.78,7,5,,6,1.0,,-93,2,,,0.0,469,1,0,1,0,0,0,1,1,0,0,0,1.4,,,Detractor (-100 to 0),12-18 months
207,Healthcare,,Apac,50,,34665.22,12,69.26,531.69,10.64,6,,3.0,2,2.0,78.12,-32,0,0.1,needs training,0.0,167,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),3-6 months
208,Saas,Infra,Latam,50,53186.35,,12,,,15.38,6,50,2.0,6,0.0,102.22,19,0,0.05,neutral,0.0,204,0,0,0,1,0,0,0,1,1,0,0,0.12,"(0.0, 0.2]",,Passive (1 to 50),6-12 months
209,Healthcare,E-commerce,Apac,500,26249.68,52509.89,36,,472.98,0.91,0,100,,4,,55.27,-12,,,,0.0,288,1,0,0,0,0,1,1,1,0,0,0,0.0,,48h+,Detractor (-100 to 0),6-12 months
210,,Data,,5000,288620.57,117464.64,12,99.84,498.05,30.4,,10,3.0,3,1.0,21.37,-81,1,0.0,pricing issue,0.0,574,0,0,0,0,0,0,0,0,0,0,0,,,12-24h,Detractor (-100 to 0),18-24 months
211,Retail,E-commerce,Middle East,5000,,,48,35.28,423.0,6.79,9,,0.0,2,0.0,71.9,98,1,0.1,bad experince,0.0,,0,1,0,1,1,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),
212,Finance,Payments,North America,10000,,-5690.64,,,,24.62,7,20,1.0,3,,33.43,9,1,0.05,,0.0,44,0,0,0,0,0,1,0,1,1,0,1,0.35,"(0.2, 0.4]",24-48h,Passive (1 to 50),0-3 months
213,Retail,E-commerce,North America,5000,48450.78,27134.02,12,211.66,381.83,14.09,7,,0.0,2,2.0,,46,0,,,0.0,,1,1,1,0,1,0,0,0,0,0,0,,,,Passive (1 to 50),
214,Technology,,Middle East,1000,7708.65,141969.65,48,144.32,735.97,4.88,3,100,1.0,6,0.0,13.94,92,0,0.1,,0.0,2146,0,0,0,0,0,0,0,0,0,0,0,0.03,"(0.0, 0.2]",12-24h,Promoter (51 to 100),5-10 years
215,Technology,,Middle East,200,205902.03,91096.9,48,,756.42,16.13,9,10,0.0,2,0.0,64.1,54,0,0.15,,0.0,1351,0,0,0,0,0,0,0,1,0,0,0,0.9,"(0.8, 1.0]",48h+,Promoter (51 to 100),3-5 years
216,,,Europe,10000,91435.26,65443.52,48,95.07,336.51,34.32,,,0.0,2,1.0,10.45,2,3,0.2,,0.0,1233,0,1,0,0,0,0,0,0,0,0,0,,,6-12h,Passive (1 to 50),3-5 years
217,Finance,,Apac,500,262417.77,158378.62,,102.79,770.98,1.0,8,10,,,0.0,42.73,-21,1,,,0.0,429,1,0,0,0,0,0,1,0,0,0,1,0.8,"(0.6, 0.8]",24-48h,Detractor (-100 to 0),12-18 months
218,Finance,E-commerce,Europe,1000,141960.58,62861.26,,169.93,487.0,8.67,4,20,,2,,,-92,1,,,0.0,,1,0,1,0,1,1,1,0,0,0,1,0.2,"(0.0, 0.2]",,Detractor (-100 to 0),
219,Healthcare,Payments,North America,500,17148.3,52966.38,24,189.42,466.14,12.86,11,20,1.0,4,1.0,,36,0,0.0,,0.0,,0,0,1,0,1,0,0,0,0,0,0,0.55,"(0.4, 0.6]",,Passive (1 to 50),
220,Technology,Data,Europe,10000,36486.32,104216.75,36,115.69,761.05,45.24,5,,0.0,3,,,96,1,0.2,,0.0,93,0,1,1,0,0,1,0,0,0,0,0,,,,Promoter (51 to 100),3-6 months
221,Technology,AI,Europe,,61996.6,90610.79,36,,330.24,0.9,6,5,,2,1.0,37.48,34,3,0.1,,0.0,1215,0,0,0,0,0,0,1,1,0,0,0,1.2,,24-48h,Passive (1 to 50),3-5 years
222,,AI,Apac,1000,80442.97,,36,162.91,562.07,11.29,1,100,2.0,4,0.0,45.52,2,,0.1,executive sponsor left,0.0,1898,0,0,0,1,0,0,0,0,0,0,0,0.01,"(0.0, 0.2]",24-48h,Passive (1 to 50),5-10 years
223,Finance,,Middle East,,36632.14,139314.26,12,138.63,562.95,3.26,5,50,2.0,2,,68.82,,1,0.0,,0.0,1642,0,0,0,0,0,1,0,0,0,1,0,0.1,"(0.0, 0.2]",48h+,,3-5 years
224,Finance,Cybersecurity,,500,9367.85,61280.34,48,163.36,775.03,1.6,6,20,2.0,6,,65.33,3,2,0.2,executive sponsor left,0.0,333,0,0,0,0,0,1,0,0,0,0,0,0.3,"(0.2, 0.4]",48h+,Passive (1 to 50),6-12 months
