client_id,industry,region,sub_industry,revenue,tenure_months,employee_count,account_tier,monthly_logins_3m,monthly_logins_12m,downloads_3m,downloads_12m,inquiries_3m,inquiries_12m,webinar_attendance_12m,analyst_calls_12m,portal_time_spent_3m,portal_time_spent_12m,report_views_3m,report_views_12m,benchmarking_participation,active_users_count,feature_adoption_score,tickets_raised_12m,avg_ticket_resolution_time,ticket_satisfaction_score,escalations_12m,onboarding_score,renewal_meetings_attended,nps_score,satisfaction_score,relationship_strength,decision_maker_engagement,churn_flag
C133,,,SubIndustry_21,666.2728509,97,40489,Silver,27,21,32,8,0,3,1,4,,741.8089353,1,7,no,16,77.47191706,1,28.441236,4,0,0.267754892,4,-95,9,2,2,1
C134,Pharma,NA,SubIndustry_18,,140,7968,Gold,33,19,16,16,1,3,4,2,164.7707859,784.8965247,4,5,,36,18.6356069,0,41.01858946,5,1,0.930870053,20,,8,2,1,0
C135,BFSI,NA,SubIndustry_23,396.2325914,73,3961,Bronze,30,25,25,5,0,2,4,2,87.48692505,730.1327919,,6,Y,30,96.81678789,5,25.86427922,1,0,0.703819884,5,-18,1,,1,0
C136,Retail,NA,SubIndustry_4,520.1244222,172,22978,Silver,7,14,18,9,0,3,1,1,186.5972028,,1,7,yes,28,44.73670518,6,38.43766971,3,0,0.991315768,10,-5,,2,,0
C137,Manufacturing,EMEA,SubIndustry_2,602.8281982,43,47020,Gold,7,3,2,,1,4,0,2,197.234959,597.4567926,2,6,no,45,90.95872204,5,,,0,0.682486393,10,,8,4,1,0
C138,,EMEA,SubIndustry_27,750.3158765,88,4462,Gold,24,29,,14,0,3,1,4,121.8636271,453.6261331,3,4,N,,11.76787926,2,68.3962907,5,0,0.286389659,3,81,9,1,1,0
C139,,EMEA,SubIndustry_25,408.7531991,97,33535,Silver,20,,31,38,1,3,4,7,4.939560968,397.0629392,3,5,1,23,,1,35.70094236,2,0,0.602438135,0,95,6,5,0,0
C140,Pharma,NA,SubIndustry_22,177.6429873,,6415,Gold,32,36,14,,1,3,1,3,181.0042466,606.5117605,1,2,yes,27,30.79708409,4,67.71877154,4,0,,2,-28,2,1,2,0
C141,BFSI,EMEA,SubIndustry_29,531.3937254,40,17091,Bronze,32,36,6,19,1,7,,3,109.5241605,559.3266202,3,,0,46,76.24450867,5,44.30818293,4,1,0.677280858,3,81,,4,,0
C142,Retail,,SubIndustry_7,408.5138325,150,,Bronze,12,3,11,6,2,6,4,3,,395.2441295,,11,1,34,51.64957409,2,30.41089102,4,,0.682291732,2,,10,3,0,0
C143,BFSI,NA,,239.8732591,19,28447,,3,32,28,31,1,4,4,2,123.8925029,550.8620093,2,2,0,48,56.40954388,3,14.89429372,3,0,0.522091245,5,11,,5,0,1
C144,BFSI,EMEA,,,20,6485,Gold,0,,22,,0,1,3,3,,640.7261193,2,4,,25,77.87889836,,7.364622866,2,,0.201810276,3,-46,,1,2,1
C145,BFSI,APAC,,457.3772492,119,28678,Silver,,11,34,26,0,,0,,36.32070742,655.6990547,3,14,N,38,96.31449247,2,40.57612598,3,0,0.468052458,1,-96,9,5,2,1
C146,Manufacturing,APAC,SubIndustry_26,561.3024413,73,48102,Gold,12,19,3,20,0,5,3,3,121.8879484,617.866421,,6,no,,57.79491883,1,27.07072985,2,0,,1,,2,3,2,0
C147,Retail,EMEA,SubIndustry_24,321.11116,171,807,,24,40,24,26,0,6,1,7,184.3469123,383.8816603,1,6,no,7,86.50283491,3,,3,0,0.375141533,,-89,10,3,0,1
C148,,,SubIndustry_21,,82,39720,Gold,15,6,17,41,1,4,1,1,22.76238229,394.1289674,1,5,N,29,5.089777356,0,39.86294242,5,1,0.877370107,5,,3,2,0,0
C149,BFSI,NA,SubIndustry_13,236.5803606,105,5586,Silver,2,14,11,39,0,3,2,2,135.8222789,220.0536545,1,4,1,12,,0,60.51472261,3,0,0.749158399,5,-61,10,1,1,1
C150,Pharma,APAC,SubIndustry_0,334.4537221,54,14321,Bronze,28,0,43,19,1,5,1,5,63.08782373,834.0511325,0,5,,39,71.69564447,3,33.13788107,3,0,0.541195729,20,-18,5,1,1,0
C151,BFSI,NA,SubIndustry_4,451.4171538,82,30807,Gold,15,7,14,26,0,6,2,4,181.2837112,615.2930307,,2,yes,11,12.45626711,2,24.90996055,2,1,0.680438929,2,-87,8,4,1,0
C152,BFSI,,SubIndustry_20,848.363683,40,5622,Silver,10,14,19,39,1,0,1,2,17.99228975,567.5389974,2,4,1,32,72.79855008,,39.77104448,4,0,0.175908809,1,3,6,2,1,0
C153,Retail,,SubIndustry_6,656.9650737,100,,Gold,8,36,7,5,1,2,1,5,178.5495297,346.9624469,2,9,no,31,87.96708985,5,38.13943394,5,0,0.89991084,2,15,1,1,,0
C154,,APAC,SubIndustry_22,715.4385009,27,27599,Bronze,,37,40,29,1,,4,2,83.80062768,921.2030285,2,7,yes,41,55.06449882,2,40.01037268,3,,0.460818874,4,49,7,4,0,0
C155,BFSI,EMEA,SubIndustry_5,783.4154067,141,27884,Gold,16,23,6,34,,4,0,4,44.64857546,801.0601439,0,6,no,,25.27450656,3,50.12087653,2,0,0.105109897,20,-34,8,4,2,1
,Manufacturing,NA,SubIndustry_14,1220.566427,47,26638,Gold,11,20,3,32,,7,5,1,119.1190765,,2,7,0,42,32.81852067,1,32.04942719,3,0,0.233507949,0,-49,2,3,,1
C157,Technology,NA,SubIndustry_14,508.3178135,112,44685,Gold,2,10,33,36,0,2,1,0,194.0201935,691.9805324,,6,N,42,80.7882522,4,21.41650653,2,0,0.393565403,3,-38,6,5,2,1
C158,BFSI,LATAM,SubIndustry_7,784.0801846,151,5175,Gold,11,4,36,26,1,4,4,3,70.332107,782.7987505,0,,no,43,4.12169847,5,59.6867276,2,,0.623580306,,6,2,3,1,0
C159,Manufacturing,APAC,SubIndustry_1,,119,,Silver,23,0,30,12,0,4,1,1,149.9455585,506.9339682,2,4,yes,23,97.90151406,6,40.87465954,1,,0.004066551,,58,4,1,1,0
C160,Retail,,,699.2065007,59,37911,,28,39,6,0,1,1,2,3,96.48154273,635.8200376,4,9,,26,87.84787138,5,49.3333173,3,0,,10,-38,9,2,2,0
C161,Manufacturing,EMEA,SubIndustry_28,,77,22026,Gold,33,,26,43,1,,4,4,144.8845899,445.272804,,4,N,12,58.42573704,3,37.61115179,,0,0.947703807,5,-92,6,1,2,1
C162,Manufacturing,EMEA,,416.1373938,126,,,10,6,22,34,2,7,2,6,117.1681108,583.4954857,3,5,Y,11,4.497624428,2,39.08004495,5,0,0.10478661,,46,10,5,0,0
C163,Retail,NA,SubIndustry_28,400.2629952,7,14898,Gold,1,7,1,26,0,10,4,7,62.11627778,532.4892997,1,9,1,47,11.72534454,,,1,0,0.945773615,4,-47,5,2,2,1
C164,,LATAM,SubIndustry_22,563.9531027,,31551,Gold,28,9,14,14,1,5,2,1,221.1339439,234.8466849,2,4,no,48,87.54451007,3,41.81281464,4,0,0.271543194,,-97,7,3,1,1
C165,Technology,NA,SubIndustry_9,463.4600456,,,Silver,22,35,35,32,2,7,2,2,55.64169316,822.4879194,,5,no,34,73.09209905,3,44.96160538,3,0,0.919463985,0,38,3,5,0,0
C166,BFSI,EMEA,SubIndustry_14,563.7001706,,8016,Silver,0,18,,15,1,3,4,5,92.03421934,538.4185806,2,4,Y,49,98.89106071,6,18.60128035,1,0,0.084067761,,83,9,3,1,0
C167,BFSI,NA,SubIndustry_22,812.549757,131,20196,Gold,30,12,40,14,1,5,0,3,141.0567869,391.0157262,1,5,N,13,23.73066923,3,19.29428497,5,1,,,64,6,1,0,0
C168,BFSI,EMEA,,404.3706555,106,31104,Gold,22,25,10,25,2,1,1,6,20.60072314,618.6533666,3,10,1,28,97.76026055,1,63.43055019,2,0,0.708703441,3,-39,9,4,2,0
,Retail,EMEA,SubIndustry_11,439.0642075,167,17092,Gold,,31,2,56,,4,,3,110.3564881,324.5644513,1,15,,31,25.50888245,1,,1,0,,3,99,2,1,0,0
C170,Manufacturing,EMEA,SubIndustry_9,534.8622007,7,,Gold,44,20,19,8,1,5,0,3,67.76376865,539.2014963,2,8,yes,36,6.424002737,5,9.16472425,1,0,0.32607873,3,53,3,4,2,0
C171,BFSI,NA,SubIndustry_1,454.3363148,8,13649,Gold,61,19,14,19,3,4,2,0,,525.6926235,1,8,0,,18.40640177,4,22.41417963,,,0.993077336,2,,,2,1,1
C172,Retail,EMEA,SubIndustry_3,117.1988344,32,11114,Gold,33,0,22,16,0,4,1,4,80.1899201,,2,6,N,13,78.15471933,3,44.24842823,3,0,0.3886214,20,54,,,1,0
C173,BFSI,NA,SubIndustry_19,383.9744715,19,23574,Silver,15,9,28,13,,6,0,1,88.29370334,254.9980407,4,5,0,38,62.10617337,,61.68962225,3,,0.48785609,,-29,3,,2,1
,,NA,SubIndustry_27,637.4746484,118,,,,30,35,34,2,4,2,,205.247683,857.6674243,2,7,Y,3,57.94750427,2,,1,,0.928563562,,,,1,1,0
C175,BFSI,NA,SubIndustry_27,787.5093502,140,14945,Gold,10,19,23,42,,3,3,,94.21899602,610.097984,2,3,no,35,41.95038404,6,56.77039573,1,0,0.648671584,1,10,,2,0,0
C176,Manufacturing,,SubIndustry_5,269.0762865,57,30636,Gold,,38,23,33,1,3,2,2,,883.787766,3,5,yes,,6.871314176,4,42.56084687,,0,0.735113583,3,66,3,5,1,0
C177,Retail,EMEA,SubIndustry_13,268.1435202,138,30298,Gold,4,33,15,8,1,1,2,2,216.9595039,709.3277571,1,5,N,34,41.02313489,2,37.26895367,3,0,,1,,10,1,1,1
C178,Pharma,,,506.0467605,91,,Gold,36,10,24,,1,,1,,167.7966625,588.3412489,,6,yes,21,4.613658292,1,8.655400935,,0,,5,-81,,5,1,0
C179,BFSI,APAC,SubIndustry_2,84.88098702,21,29664,Gold,,26,48,29,,1,,4,10.8783788,260.0271117,1,4,1,22,26.79990632,3,78.16231594,4,,0.516412474,20,92,9,5,1,0
,BFSI,EMEA,SubIndustry_14,411.0059594,148,8935,,29,19,13,16,1,2,2,2,165.0777138,,0,3,,5,22.88096509,2,56.4977422,,1,0.979015663,0,-41,7,5,1,0
C181,BFSI,EMEA,SubIndustry_25,152.7915881,121,4377,Gold,32,8,18,,0,3,4,2,38.7242437,487.415187,1,4,0,2,55.29450214,4,78.28391985,,0,0.849534113,3,-1,7,,1,0
C182,Pharma,NA,SubIndustry_0,773.81226,132,19690,Gold,11,,37,41,0,,,3,66.12430199,568.1222634,1,4,Y,20,66.6608235,6,51.34728467,3,0,0.669542654,1,13,8,5,2,0
C183,Technology,NA,SubIndustry_18,346.1337691,147,44537,Silver,19,9,49,9,0,4,2,4,74.65561954,821.0399805,1,5,0,3,88.52347194,2,51.89024923,4,0,0.661456548,1,-33,9,2,2,1
C184,BFSI,EMEA,SubIndustry_24,830.5668373,29,26478,Bronze,,13,5,47,,3,,4,17.48338513,347.1588662,1,6,N,11,88.64082271,3,36.6755279,2,0,0.38223487,3,-86,9,3,2,1
C185,Manufacturing,EMEA,SubIndustry_0,722.7042707,71,29109,Silver,20,31,5,11,2,5,1,0,70.11578397,574.0215858,0,9,Y,46,53.80187987,2,35.60755035,3,0,0.326693398,2,51,6,1,1,0
C186,Technology,APAC,SubIndustry_12,,64,47056,Gold,18,3,6,18,2,5,2,3,,665.6351784,2,10,yes,48,74.61749617,2,53.1626694,3,0,0.549790062,10,-56,1,5,2,0
C187,Retail,APAC,SubIndustry_7,285.6080726,139,10921,Silver,25,45,9,19,0,6,2,6,73.47390352,138.1141938,2,7,N,3,81.40530542,4,53.47136426,2,,,3,47,1,5,1,0
C188,Retail,NA,SubIndustry_17,461.2908502,33,913,Silver,,29,,12,0,2,1,2,211.5911836,510.9549927,0,6,Y,42,98.02379698,3,50.78420844,1,0,0.584326958,4,44,1,5,2,0
C189,BFSI,NA,SubIndustry_21,479.0706751,25,46753,,20,17,45,8,0,4,0,3,92.85288673,86.19215508,1,,N,28,63.13419716,4,19.9531459,3,1,0.29767983,3,-71,8,2,0,1
C190,BFSI,EMEA,SubIndustry_2,569.2293888,161,42228,Silver,19,25,34,21,0,,7,1,172.5840792,596.9110296,0,7,1,32,9.209363356,2,49.97543838,,1,,3,32,3,3,0,0
C191,Technology,NA,SubIndustry_22,344.6913421,26,25675,Bronze,22,48,19,4,1,3,,,163.3060397,474.6634326,,7,N,47,28.4336753,3,59.89215735,4,0,0.771523842,2,,5,4,1,0
C192,,NA,SubIndustry_17,649.2789747,36,7411,Silver,6,16,38,15,1,4,3,6,173.3825406,649.3066045,0,7,N,1,74.46123898,3,58.86202225,4,1,0.406463456,3,-9,2,5,0,0
C193,Manufacturing,APAC,,553.065611,11,48196,Gold,10,16,49,31,,3,2,1,153.6217318,491.2695637,4,10,no,25,28.17785922,3,32.65849523,,1,0.331026896,3,-14,9,3,0,0
C194,BFSI,,SubIndustry_25,431.9209687,30,29258,,7,,20,20,1,1,,2,142.0523985,685.6601657,,5,,35,70.46268795,3,19.459997,3,0,0.082117708,2,25,5,2,0,0
C195,BFSI,LATAM,SubIndustry_8,357.5918689,57,4856,Gold,49,,,,0,1,3,5,,317.9041496,,,N,36,56.11082092,7,16.10509723,5,0,,1,90,,,0,0
,Manufacturing,APAC,SubIndustry_5,463.0230034,97,5433,Silver,37,19,9,24,2,0,1,4,115.1350675,325.7098589,3,6,Y,40,49.66027206,5,16.76366366,1,,0.746842186,20,28,4,1,2,0
C197,,APAC,SubIndustry_19,336.6197496,138,46644,Silver,18,9,32,39,0,3,4,2,140.5172435,670.9865296,4,8,1,47,94.61913526,4,60.03866684,4,,0.407634068,10,14,3,2,1,0
C198,Technology,,SubIndustry_1,511.687739,25,9736,Bronze,26,32,43,36,0,8,1,,94.38223926,651.599835,1,8,yes,27,17.26206915,3,31.39219637,4,,0.743872807,10,,3,2,2,0
C199,Technology,NA,,517.087737,96,47392,Gold,43,18,35,2,,1,,4,143.9125632,556.0428524,0,8,1,8,1.381068928,7,27.75113572,,1,0.516787439,10,52,7,1,1,0
C200,Manufacturing,EMEA,SubIndustry_29,552.3414567,,,Gold,44,,4,32,1,,2,1,161.6983753,437.8569879,,3,no,17,,2,43.56427085,3,0,0.271265478,4,29,9,3,0,0
C201,BFSI,NA,SubIndustry_24,853.2484819,123,,Gold,25,16,32,21,0,3,2,3,72.30780533,694.8645879,1,4,N,38,58.65191052,2,66.33710186,3,0,0.043485892,4,,8,5,1,0
C202,BFSI,,,473.5110561,34,16845,Silver,7,2,,6,2,,0,3,183.9531497,,0,6,Y,5,14.49136142,2,46.91425872,3,0,0.865224063,4,-79,4,1,2,0
C203,Technology,NA,SubIndustry_24,700.9195734,86,40852,Silver,38,43,11,17,0,6,0,2,134.0058698,369.9806686,0,10,yes,16,14.9778036,5,42.48350213,4,0,0.385800748,20,,4,2,2,0
C204,Manufacturing,NA,SubIndustry_29,545.9174794,54,16787,Gold,23,6,20,17,1,3,2,5,6.527062323,231.442015,4,,1,10,6.715001964,0,,2,,0.223405848,,-97,9,4,,0
C205,BFSI,NA,SubIndustry_17,452.3511396,51,31189,Silver,,,37,9,,1,1,,152.8010748,652.6056184,1,3,0,,60.98050801,5,74.00086001,4,0,0.461224293,3,-46,9,3,2,1
C206,BFSI,APAC,SubIndustry_6,476.168146,6,17772,Silver,30,24,,35,1,2,,,165.9233992,218.8918861,2,4,no,7,82.79724577,5,41.33989588,,0,0.509319224,3,-50,2,4,2,1
C207,Manufacturing,NA,SubIndustry_26,488.2347182,54,16762,Silver,10,32,11,44,0,1,3,3,157.9363943,579.9899855,3,4,Y,21,97.21094272,4,22.82633109,5,1,0.965979656,4,-52,5,5,2,0
,BFSI,NA,SubIndustry_10,555.9535415,17,42503,Gold,3,42,31,11,2,9,2,2,127.8471267,475.9027627,1,8,N,27,32.73346066,1,67.56104388,,0,0.759871853,5,-20,7,3,2,1
C209,BFSI,EMEA,SubIndustry_4,308.135847,154,40973,Silver,39,14,21,6,1,3,1,1,182.1160056,230.2092488,2,9,,2,61.80169927,5,86.3643282,3,0,,10,56,9,4,2,0
C210,Retail,LATAM,SubIndustry_7,206.9319233,88,23450,Silver,26,5,18,20,0,4,3,2,112.2556929,237.2416692,5,4,Y,,68.60393749,2,45.03398833,,0,0.755294137,1,-48,8,4,2,0
C211,Manufacturing,NA,SubIndustry_10,630.8594787,,11071,Gold,,14,9,35,,1,2,,43.39786508,586.2638535,0,4,Y,,75.50932067,3,49.74125662,2,,0.417495431,10,-18,4,1,0,0
C212,Manufacturing,NA,SubIndustry_29,679.6247665,2,1536,Gold,7,17,33,,0,3,2,3,52.49514331,395.5323252,1,9,0,,22.66374625,0,41.93452415,4,0,0.839562721,,,5,5,0,0
C213,BFSI,EMEA,SubIndustry_23,,,7657,Bronze,26,15,16,,0,4,2,2,78.87299137,,1,9,N,2,19.5082566,7,52.77882731,2,1,0.462993716,3,-96,2,3,1,1
C214,Manufacturing,LATAM,,530.9944037,91,32790,Gold,24,3,13,30,0,2,2,5,60.48572017,157.668004,3,5,yes,,2.013092119,5,53.7332124,3,1,0.565120875,2,-99,,4,2,0
C215,BFSI,APAC,SubIndustry_29,653.4449255,6,20169,,14,18,25,,0,4,4,3,,,4,3,0,47,54.32715599,,55.86368062,,0,0.480309288,0,-79,5,5,1,1
C216,BFSI,EMEA,SubIndustry_19,642.6858052,,17171,Gold,14,41,1,27,,4,0,5,169.2357398,645.8907023,0,1,yes,37,79.28763052,0,,4,,0.642022516,4,-80,1,2,0,0
C217,Manufacturing,NA,,657.5258718,79,5417,Gold,,16,17,18,0,2,3,3,157.7354352,384.3539072,2,3,N,21,11.57626197,2,67.64353902,4,0,0.196925918,4,37,5,2,2,0
C218,Manufacturing,EMEA,SubIndustry_19,328.0918357,55,3938,Gold,43,31,24,31,1,3,,2,115.2705361,785.9928258,1,5,yes,46,57.855846,3,41.27161829,2,0,0.208906388,1,-33,5,3,,0
C219,,NA,SubIndustry_14,280.6096406,48,46300,,32,20,28,38,,,2,4,6.933873155,431.2295712,,5,1,27,,2,76.89465775,3,0,0.840214153,20,29,10,2,1,0
C220,Manufacturing,EMEA,,422.2861506,58,39710,Silver,16,19,25,24,1,5,1,4,171.7894982,496.0858547,5,4,1,6,53.95913568,1,,5,1,0.114523079,0,-88,,3,0,0
C221,Retail,APAC,SubIndustry_2,496.5231781,170,37661,Bronze,10,34,3,32,,1,2,1,59.34116112,482.8742397,2,2,Y,8,55.46980332,4,41.97838524,1,0,0.367220521,10,-7,8,1,2,0
C222,BFSI,LATAM,SubIndustry_6,,149,26420,Silver,19,23,5,7,,3,3,2,96.21293976,761.7976962,,4,,9,86.57867484,0,11.43916723,2,1,0.558467197,3,-19,5,1,1,0
C223,Retail,NA,SubIndustry_23,124.6619337,6,25928,Silver,19,12,16,3,,,3,6,170.5433594,465.3005802,1,10,0,5,9.635201148,3,12.7365559,2,0,0.306680491,2,-73,9,3,1,1
C224,BFSI,NA,,844.3385224,30,,Silver,4,37,0,19,0,2,1,3,35.06177149,578.5469008,0,6,Y,7,56.75648772,2,66.08360268,4,0,0.604994637,2,-14,6,4,2,0
C225,BFSI,EMEA,SubIndustry_10,445.1908022,151,2718,Silver,36,10,50,2,1,3,3,1,184.6890129,763.685897,3,4,1,23,37.58304895,4,47.85914059,2,,0.873894566,1,-13,8,1,0,0
C226,Pharma,APAC,SubIndustry_9,534.5408833,36,4288,Silver,16,3,6,13,2,6,3,5,102.4912446,869.9350616,0,4,1,1,77.05585771,0,58.74001389,3,0,,2,43,6,1,1,0
C227,Retail,APAC,,748.9097982,110,4216,Bronze,21,1,27,25,0,5,6,1,,611.8853071,1,4,Y,1,,3,86.31233154,4,,,,-88,,3,0,0
C228,Technology,NA,,31.0055461,121,14290,Silver,32,,11,,1,3,4,4,,759.7193516,1,10,Y,17,51.28778061,1,20.50351539,4,0,,,-64,6,2,2,0
C229,Manufacturing,NA,SubIndustry_14,397.6612256,3,31080,Silver,43,20,44,28,,3,1,6,189.6015074,414.6334681,,5,yes,17,23.59500999,3,47.96645574,4,0,,20,-41,3,,0,0
C230,Technology,EMEA,SubIndustry_25,422.5765453,90,687,Gold,,24,26,35,2,5,,2,42.9345101,396.599257,,11,Y,,97.18144211,3,,3,0,0.757826794,,-86,4,4,,0
C231,Retail,NA,SubIndustry_19,432.7379909,162,20996,Gold,1,16,38,28,0,7,1,4,161.7385369,620.0542314,,7,Y,5,82.93181671,0,,1,0,0.942408946,5,-40,9,3,1,1
C232,,APAC,SubIndustry_23,465.3026819,30,2691,Gold,28,14,8,20,0,6,0,3,32.69454189,599.5164453,0,5,1,2,23.14688574,3,39.42706971,1,,0.613553741,20,-67,,2,2,0
C233,Retail,EMEA,SubIndustry_21,789.4269597,115,44995,Gold,22,,,11,1,10,1,8,136.4898739,495.1530624,3,6,N,12,50.5270271,4,53.02491465,2,0,0.762525315,5,-27,1,3,1,1
C234,BFSI,APAC,,634.6917751,,11188,Bronze,12,35,6,41,2,3,3,1,165.3480114,430.9244384,1,9,N,31,42.51673577,6,66.73084354,4,0,0.53223897,,33,3,5,1,0
C235,Manufacturing,EMEA,,691.6070537,149,,Bronze,25,28,0,21,,7,3,3,172.3844981,438.1125215,1,6,yes,29,31.14475805,2,48.76570263,,0,0.154210184,1,,5,1,1,0
C236,BFSI,APAC,SubIndustry_3,509.4240544,118,31125,Gold,10,9,18,,1,4,5,4,38.72516931,228.7673704,0,4,Y,29,87.373532,3,71.11024499,5,0,0.714678847,1,-87,4,5,1,0
C237,BFSI,NA,SubIndustry_4,220.1253908,88,29889,Gold,3,,0,33,0,5,1,2,159.2303645,852.5994002,0,9,N,33,90.17510785,2,26.9015998,3,0,0.34726874,3,70,2,5,,1
C238,Manufacturing,APAC,SubIndustry_28,,4,,Gold,21,13,17,28,2,5,,1,138.2519297,619.1833084,1,6,Y,30,69.90246407,5,17.97810483,5,0,0.829678758,,-76,3,3,0,0
C239,BFSI,NA,SubIndustry_14,194.1184554,177,7688,Silver,5,31,13,21,1,4,1,0,89.52310376,613.379358,,5,Y,7,25.92277874,3,35.91308698,5,0,0.032698407,4,-74,,4,2,1
C240,Pharma,EMEA,SubIndustry_26,571.9531408,176,47808,Bronze,15,0,42,25,1,4,4,,173.2357373,654.4782583,0,9,0,,43.45150964,6,51.56892155,4,0,0.068249671,4,,3,5,2,0
C241,Pharma,NA,SubIndustry_16,,51,36528,Gold,28,18,13,7,0,,3,2,125.7537722,593.4273772,1,1,yes,43,23.0768952,5,46.11893378,3,0,0.999991175,,-20,10,4,0,0
C242,Pharma,EMEA,SubIndustry_22,457.9672705,24,49259,Silver,,0,25,13,1,3,2,6,206.6346566,503.5010897,2,3,0,29,85.44443682,3,20.72594805,,0,0.791491723,10,-78,3,4,2,1
C243,Retail,NA,SubIndustry_7,426.2846187,46,26279,Silver,,24,27,12,0,3,0,2,83.08758909,829.9337253,0,7,Y,18,65.67048855,5,,,0,0.515350799,2,99,10,4,0,0
C244,BFSI,NA,,902.3443151,116,19671,,,14,23,41,1,5,5,7,92.82681801,679.6140257,1,7,,16,72.02373052,2,17.3205077,3,0,0.418386725,3,73,9,,0,0
C245,,LATAM,SubIndustry_24,335.4192818,27,22950,Gold,2,3,10,12,0,,1,4,143.637517,334.9247987,1,7,no,32,62.67768133,5,46.2140148,1,0,0.259465692,3,45,10,1,0,1
C246,Retail,NA,,685.5638912,95,49283,,20,28,21,5,0,3,2,0,106.1050414,478.6715621,0,,1,43,26.58119277,7,23.92375065,4,0,0.231396506,0,87,10,,2,0
C247,Pharma,APAC,SubIndustry_18,500.3825872,111,6039,,12,27,37,26,1,5,4,4,154.8092816,,1,5,1,17,10.16516894,9,,4,0,0.258601914,2,72,1,5,2,0
,Pharma,LATAM,SubIndustry_8,487.8120976,179,6557,,29,14,31,3,0,3,0,,95.83051545,362.8901456,3,3,1,32,67.60578678,2,55.22733586,1,0,0.076267028,2,-38,4,3,0,0
C249,Technology,NA,SubIndustry_9,735.3275097,99,5215,Gold,26,11,36,14,1,7,1,2,121.0440013,565.1871013,3,5,N,19,46.88457176,3,44.8966694,1,0,,5,62,7,5,0,0
C250,BFSI,EMEA,SubIndustry_4,792.5060765,116,47622,Bronze,28,33,9,29,0,6,2,6,,581.684844,4,6,yes,47,,3,17.75533594,4,1,0.059080677,10,-29,3,3,0,0
C251,Retail,NA,SubIndustry_9,452.0901086,20,3756,Gold,8,24,39,16,1,4,2,,177.7546983,308.4363556,0,4,no,28,89.45525214,0,37.3548804,2,0,0.853499345,3,-70,3,3,1,1
C252,Technology,NA,SubIndustry_21,659.8405438,,,Gold,21,19,15,10,2,7,2,4,84.79661798,206.3147561,1,5,N,10,13.49355319,1,42.41773095,,0,0.119031618,5,-88,9,4,2,1
C253,BFSI,EMEA,,,95,30661,Gold,22,1,36,,0,,4,5,72.18641242,738.8426133,0,3,Y,30,27.64896226,3,87.57079901,4,0,0.001137555,4,,2,5,1,0
C254,BFSI,LATAM,SubIndustry_24,501.4874278,146,4164,Bronze,1,49,39,8,1,4,2,,147.7449954,,2,4,no,30,,3,,1,1,0.130825531,1,39,3,4,2,1
C255,Retail,NA,SubIndustry_24,540.8509885,136,2367,Silver,17,,3,20,0,3,4,2,92.31518872,767.5301521,0,6,Y,15,68.59271654,4,35.25813327,2,0,0.704148618,5,54,,1,0,0
C256,,EMEA,SubIndustry_21,362.398237,155,37490,Bronze,23,44,22,18,1,5,4,2,51.24094578,,1,11,1,24,,1,49.21155962,,0,0.878902722,,,,4,,0
C257,Manufacturing,EMEA,SubIndustry_23,438.7801213,14,28428,Gold,20,,3,34,0,3,0,3,134.1455797,294.8787183,3,2,N,8,44.05980915,2,46.21689186,5,,0.206575668,10,32,2,1,,0
C258,Retail,APAC,SubIndustry_3,383.872944,146,14373,Silver,29,13,,14,1,6,2,,182.0254895,431.4287435,1,,N,36,88.58346668,5,72.71985073,3,1,0.310109832,0,-11,5,3,0,0
C259,BFSI,NA,,680.2753433,65,43921,Gold,,11,37,,0,6,1,1,96.5592032,529.5463793,0,,Y,13,8.112960848,2,67.23023224,,,0.874610105,20,-88,9,,,0
,Manufacturing,EMEA,SubIndustry_4,,159,25294,Gold,29,,1,35,0,0,4,1,79.17363928,506.0773096,1,3,Y,43,98.87124818,2,19.99250976,2,0,0.988108978,,25,,5,1,0
C261,Pharma,EMEA,SubIndustry_22,240.4571951,20,14800,Gold,0,19,21,43,1,,3,5,126.2544821,661.2134595,2,2,0,9,3.817683366,4,58.39564547,1,0,0.066039735,3,,2,2,0,1
C262,BFSI,EMEA,SubIndustry_6,355.3125554,70,46794,,,29,26,5,,7,0,5,226.657434,300.2837382,1,11,Y,22,62.24107633,2,50.14496919,3,,0.362635753,2,30,5,5,2,0
C263,Retail,LATAM,SubIndustry_22,139.852929,45,3864,Gold,13,16,44,30,0,6,,5,120.8197351,650.2068407,2,6,yes,40,68.78749696,5,63.06656347,4,0,0.652916558,4,,1,1,1,0
,Technology,APAC,SubIndustry_4,401.1014796,1,20453,Gold,17,25,2,46,1,4,1,5,195.4132461,381.2943233,2,2,,15,28.34973172,2,47.12750659,1,0,0.438906995,3,-17,5,3,2,0
,Manufacturing,NA,SubIndustry_19,507.529013,147,47169,Gold,4,27,24,11,,3,2,2,130.8940823,1068.416257,,7,no,27,60.57740715,3,37.58595999,2,2,0.943098364,,-35,5,5,0,1
C266,Manufacturing,EMEA,,472.7728302,39,37533,Bronze,17,1,16,,2,2,,3,136.6974822,573.3244942,2,6,Y,3,4.351129653,0,51.09670389,1,2,,5,99,6,5,1,0
,Manufacturing,,SubIndustry_16,896.0308703,119,39464,Silver,30,,,27,,3,0,3,149.1754917,233.7199407,2,3,no,,93.84103929,4,44.8578782,5,0,0.209334464,5,-2,1,5,1,0
